id_transaksi,id_pelanggan,kategori,channel,kuantitas,harga_satuan,diskon,total_nilai,berat_kg,segmen
4071f4b9,usr-0007,kesehatan,atm,3,479623.16,0.1621,1205628.74,6.17,tinggi
f6370c82,usr-0082,elektronik,atm,20,724442.83,0.0864,13237019.39,0.43,tinggi
809821f4,usr-0128,otomotif,mobile,1,1345925.73,0.0682,1254133.6,1.97,tinggi
8557aff2,usr-0141,otomotif,mobile,8,802367.36,0.2899,4558088.5,7.23,tinggi
1c79b885,usr-0190,elektronik,teller,3,2564452.93,0.0009,7686434.77,0.45,tinggi
d685a16f,usr-0189,otomotif,teller,5,2597741.49,0.1149,11496304.96,3.76,tinggi
c020e24c,usr-0170,makanan,mobile,12,41619.43,0.1238,437603.33,0.16,menengah
40c9be84,usr-0001,kesehatan,web,4,223980.75,0.12,788412.24,0.51,menengah
dbf4ca38,usr-0002,otomotif,mobile,2,1079119.45,0.0067,2143778.7,7.08,tinggi
f374128f,usr-0007,kesehatan,mobile,8,341748.8,0.1069,2441726.83,0.71,tinggi
6e4a25e5,usr-0031,makanan,web,2,87343.84,0.2299,134526.98,3.1,menengah
ffa07c9d,usr-0001,elektronik,teller,16,5376520.49,0.0881,78445584.56,1.45,tinggi
a2f4a5ad,usr-0114,olahraga,teller,9,1882109.6,0.0714,15729542.77,5.99,tinggi
9c8ba1b7,usr-0043,olahraga,atm,1,1736862.2,0.0506,1648976.97,0.11,tinggi
7edb76ac,usr-0030,olahraga,mobile,3,2203745.58,0.0178,6493556.73,3.08,tinggi
6cdfbdc1,usr-0003,fashion,mobile,3,581353.07,0.2671,1278221.0,3.27,tinggi
226221b2,usr-0005,makanan,mobile,13,116039.61,0.2908,1069838.79,1.08,tinggi
ffae221a,usr-0003,makanan,teller,18,139882.85,0.1881,2044275.95,0.4,tinggi
ff1e8ac4,usr-0117,otomotif,atm,5,954273.1,0.0555,4506554.71,0.67,tinggi
a609d628,usr-0037,olahraga,mobile,18,889512.79,0.2141,12583225.83,7.8,tinggi
b78e8c59,usr-0073,kesehatan,atm,14,67806.46,0.0936,860436.85,0.36,menengah
c440b0f3,usr-0007,fashion,atm,15,459585.77,0.1538,5833522.18,7.03,tinggi
0c5b8d63,usr-0011,olahraga,atm,19,2355836.71,0.2647,32912687.92,0.14,tinggi
e956b003,usr-0014,kesehatan,atm,3,476749.22,0.0949,1294517.16,0.22,tinggi
f8808ade,usr-0081,fashion,web,12,138722.36,0.2165,1304267.63,1.0,tinggi
9ae27f91,usr-0085,makanan,web,11,115254.62,0.25,950850.61,0.37,menengah
e4544333,usr-0004,otomotif,mobile,2,150250.75,0.0427,287670.09,4.15,menengah
747b99c2,usr-0163,olahraga,atm,3,2333441.43,0.2629,5159939.03,0.12,tinggi
bc4e2861,usr-0002,otomotif,mobile,14,1801836.9,0.2768,18243238.25,0.45,tinggi
0ebfdbaa,usr-0138,fashion,mobile,6,565572.03,0.2623,2503334.92,0.14,tinggi
a319e3bc,usr-0002,fashion,web,3,477482.25,0.1491,1218868.94,0.29,tinggi
1aed1072,usr-0006,fashion,web,17,441036.03,0.2803,5396031.72,0.12,tinggi
a24c8c5d,usr-0114,makanan,mobile,14,42378.2,0.164,495994.45,6.58,menengah
7648c447,usr-0003,otomotif,mobile,11,2631009.87,0.2553,21552443.55,3.35,tinggi
e7d2fdd9,usr-0015,makanan,mobile,8,147988.7,0.0401,1136434.83,2.24,tinggi
cae50504,usr-0018,otomotif,atm,14,1607216.65,0.2949,15865478.44,1.48,tinggi
56ade4dd,usr-0005,makanan,mobile,11,61692.58,0.2686,496341.48,0.13,menengah
2fa50d72,usr-0065,makanan,mobile,5,53604.14,0.0897,243979.24,0.79,menengah
580e6291,usr-0116,kesehatan,web,4,349429.48,0.029,1357184.1,0.88,tinggi
de9e343e,usr-0127,elektronik,mobile,16,6302899.34,0.0761,93171979.2,3.73,tinggi
2a95299d,usr-0009,elektronik,web,5,5710386.3,0.0608,26815974.06,6.0,tinggi
0fbaa715,usr-0028,makanan,teller,12,93205.65,0.0402,1073505.39,8.64,tinggi
24b51df8,usr-0005,elektronik,atm,2,2905479.64,0.0529,5503559.53,1.53,tinggi
e1e6772a,usr-0005,otomotif,teller,13,1761376.2,0.2607,16928410.52,2.31,tinggi
2ec7d34a,usr-0003,elektronik,web,11,2245560.76,0.1695,20514320.32,9.7,tinggi
6ff47853,usr-0162,elektronik,web,9,4758903.93,0.1104,38101688.43,4.63,tinggi
45144339,usr-0134,otomotif,teller,17,2795894.87,0.0692,44241122.06,4.37,tinggi
34ac30d9,usr-0087,otomotif,mobile,12,2879099.92,0.1037,30966447.1,7.51,tinggi
2475baea,usr-0026,olahraga,web,2,2412406.8,0.1176,4257415.52,1.83,tinggi
41742a10,usr-0023,olahraga,atm,17,305532.24,0.125,4544792.07,0.14,tinggi
1c2f8380,usr-0028,kesehatan,mobile,6,407279.32,0.2813,1756269.88,4.11,tinggi
3cfeef0d,usr-0029,fashion,teller,11,143516.62,0.1357,1364455.56,1.17,tinggi
e663162f,usr-0017,fashion,teller,13,162286.56,0.2646,1551491.97,0.29,tinggi
1b4aa2d6,usr-0002,kesehatan,teller,9,318723.01,0.0427,2746021.84,0.23,tinggi
0c489289,usr-0002,makanan,atm,12,49398.48,0.036,571441.62,0.79,menengah
237f9e9b,usr-0169,otomotif,teller,7,2069261.09,0.2601,10717323.96,1.03,tinggi
dd17cc97,usr-0022,otomotif,teller,10,2410999.99,0.2138,18955281.92,0.94,tinggi
ca98b33a,usr-0170,otomotif,web,14,668300.4,0.1256,8181066.18,0.11,tinggi
ec3aac89,usr-0003,olahraga,teller,4,1327953.4,0.2008,4245201.43,0.11,tinggi
d8dd0674,usr-0032,otomotif,atm,13,316731.03,0.2238,3196006.13,0.45,tinggi
a33a0cce,usr-0004,otomotif,mobile,14,1573731.12,0.0954,19930360.4,0.28,tinggi
f0d4cec4,usr-0005,fashion,atm,3,484100.06,0.1548,1227484.11,0.23,tinggi
824814f0,usr-0001,makanan,teller,12,51677.6,0.1347,536599.53,1.22,menengah
6d3e0dfb,usr-0002,otomotif,teller,18,2702796.37,0.2147,38205107.81,8.8,tinggi
1dc18313,usr-0149,otomotif,atm,6,901461.4,0.0054,5379561.05,0.95,tinggi
903d8c18,usr-0008,olahraga,teller,3,2189815.68,0.2956,4627518.49,0.1,tinggi
44f2b428,usr-0041,olahraga,mobile,18,1847181.03,0.175,27430638.3,5.81,tinggi
52e120ed,usr-0020,fashion,mobile,8,527260.81,0.1842,3441114.95,5.74,tinggi
a8ba58db,usr-0014,olahraga,web,17,2168546.74,0.0285,35814633.68,0.64,tinggi
4cb47168,usr-0028,makanan,atm,11,58340.91,0.1223,563263.98,0.34,menengah
1d0a2bac,usr-0003,makanan,web,3,80553.83,0.1929,195044.99,0.12,menengah
81164104,usr-0193,olahraga,mobile,2,1227330.86,0.2259,1900153.64,0.39,tinggi
58231503,usr-0102,makanan,web,13,21799.68,0.2829,203223.16,2.74,menengah
47fa4432,usr-0075,elektronik,mobile,1,7695935.48,0.2133,6054392.44,0.16,tinggi
cb6f2955,usr-0020,kesehatan,mobile,2,257786.56,0.1091,459324.09,0.44,menengah
a707a073,usr-0002,makanan,web,10,93658.55,0.1744,773244.99,1.42,menengah
22f9e9fd,usr-0151,elektronik,mobile,15,522755.78,0.1266,6848623.47,0.14,tinggi
1f44b18d,usr-0010,kesehatan,teller,11,309637.09,0.1873,2768062.69,0.24,tinggi
9140763b,usr-0001,fashion,atm,3,379991.78,0.114,1010018.15,0.41,tinggi
ddeb6f17,usr-0010,olahraga,teller,3,1985658.68,0.1833,4865062.33,1.4,tinggi
aa1a7141,usr-0093,kesehatan,atm,17,144150.42,0.0313,2373854.7,0.73,tinggi
276711b0,usr-0044,kesehatan,web,13,163939.59,0.2905,1512096.81,0.23,tinggi
4a991138,usr-0078,kesehatan,mobile,6,489373.92,0.2347,2247107.17,0.32,tinggi
019ff76c,usr-0093,elektronik,mobile,20,1165241.06,0.0319,22561397.4,0.15,tinggi
ec2271ac,usr-0004,elektronik,mobile,12,6963765.36,0.087,76295013.28,0.21,tinggi
574ce1ee,usr-0153,fashion,web,12,620845.62,0.2929,5267999.25,0.67,tinggi
a0189286,usr-0017,olahraga,teller,17,1157556.21,0.0475,18743728.93,0.18,tinggi
3a83c601,usr-0048,elektronik,mobile,19,2772162.89,0.1936,42473970.94,0.41,tinggi
993720e6,usr-0001,otomotif,web,11,2911995.64,0.218,25048986.5,2.36,tinggi
a2ba0596,usr-0196,kesehatan,web,14,55314.63,0.0386,744512.79,0.94,menengah
11bf1b3d,usr-0006,otomotif,mobile,6,1711597.14,0.2217,7992816.32,2.52,tinggi
2748b0b0,usr-0001,makanan,web,8,134073.94,0.2603,793395.95,0.51,menengah
2c2c6037,usr-0019,otomotif,atm,17,2896936.7,0.0953,44554596.75,0.55,tinggi
ed59922e,usr-0002,otomotif,mobile,18,475087.69,0.2484,6427366.34,0.41,tinggi
0f96a882,usr-0002,kesehatan,mobile,3,341017.0,0.2585,758592.32,6.19,menengah
0c11cfef,usr-0046,elektronik,atm,12,2792068.21,0.1838,27346632.88,1.19,tinggi
3c7db2d9,usr-0013,otomotif,mobile,14,1611913.4,0.2246,17498287.11,0.55,tinggi
db796a25,usr-0152,elektronik,teller,16,886219.79,0.2727,10312762.45,0.11,tinggi
b8631854,usr-0008,elektronik,web,3,439089.87,0.091,1197398.08,1.07,tinggi
cb2489e8,usr-0070,otomotif,web,4,1081692.14,0.0338,4180523.78,0.16,tinggi
1db3de58,usr-0019,olahraga,atm,3,2441354.1,0.1961,5887813.68,7.39,tinggi
fedb4011,usr-0052,olahraga,web,9,1620786.33,0.2653,10717125.45,0.19,tinggi
8e835d74,usr-0040,kesehatan,mobile,12,343242.71,0.2454,3108131.39,0.25,tinggi
0f0174c5,usr-0021,otomotif,atm,10,2375695.83,0.1733,19639877.43,2.76,tinggi
ee003b4a,usr-0168,makanan,web,5,65774.25,0.075,304205.91,0.13,menengah
bbe30601,usr-0010,makanan,atm,7,20889.38,0.105,130871.97,1.78,menengah
228a8f45,usr-0003,elektronik,web,17,553688.34,0.0154,9267746.17,2.06,tinggi
3a92cf55,usr-0057,kesehatan,teller,4,229915.24,0.1972,738303.82,0.1,menengah
ddec2704,usr-0114,olahraga,atm,7,1033912.0,0.0509,6869001.15,0.25,tinggi
71b56962,usr-0001,otomotif,atm,3,1868963.27,0.1836,4577464.84,3.61,tinggi
02820bf5,usr-0018,fashion,teller,19,722922.11,0.0977,12393559.78,5.48,tinggi
2ee156b1,usr-0136,kesehatan,mobile,10,262667.3,0.2804,1890153.89,2.78,tinggi
268e13bf,usr-0077,makanan,mobile,11,98465.55,0.0668,1010768.56,0.84,tinggi
2ff6049e,usr-0195,fashion,teller,13,489429.02,0.2913,4509158.5,0.24,tinggi
af35fb09,usr-0028,makanan,mobile,12,146322.38,0.1625,1470539.92,4.96,tinggi
afce8d70,usr-0052,olahraga,teller,11,867643.34,0.2687,6979583.32,1.12,tinggi
64fe7639,usr-0007,makanan,teller,7,79869.44,0.2729,406511.49,0.63,menengah
abb51c5d,usr-0167,kesehatan,teller,5,407575.57,0.1246,1783958.27,4.84,tinggi
30fbe798,usr-0011,olahraga,atm,20,1856353.87,0.167,30926855.47,6.28,tinggi
fc0cc548,usr-0074,otomotif,teller,9,2134952.09,0.187,15621444.44,0.58,tinggi
5ad4c806,usr-0014,kesehatan,atm,10,136239.01,0.1369,1175878.9,0.82,tinggi
9c02bc58,usr-0033,olahraga,web,2,2283301.21,0.2575,3390702.3,0.11,tinggi
7eb4b5e5,usr-0068,makanan,mobile,15,123882.53,0.1287,1619082.73,5.09,tinggi
3a7546cb,usr-0025,fashion,web,16,339204.0,0.1603,4557273.58,0.25,tinggi
63c1f239,usr-0144,olahraga,mobile,8,2261043.76,0.0943,16382618.67,1.21,tinggi
b5274fbd,usr-0015,olahraga,atm,13,2335623.85,0.2771,21949492.26,1.76,tinggi
d2029ca0,usr-0049,olahraga,mobile,2,2484929.39,0.2522,3716460.4,0.22,tinggi
bea0558f,usr-0010,makanan,teller,14,78943.2,0.1628,925277.46,0.17,menengah
360b1586,usr-0014,elektronik,atm,14,274719.23,0.1778,3162238.11,0.17,tinggi
27dea4d4,usr-0017,olahraga,web,15,2457064.87,0.2942,26012945.78,1.66,tinggi
8f92609b,usr-0002,makanan,web,12,45556.02,0.0542,517042.6,3.02,menengah
739d74de,usr-0001,elektronik,atm,20,6934346.94,0.0565,130851126.76,0.36,tinggi
5715b9ee,usr-0054,makanan,web,18,112141.7,0.1137,1789041.4,1.88,tinggi
c9179e48,usr-0051,elektronik,mobile,15,2533064.88,0.2838,27212716.01,0.59,tinggi
b4f2eb19,usr-0053,fashion,mobile,15,45888.91,0.2013,549772.09,3.75,menengah
ab13eb9a,usr-0001,elektronik,atm,15,2282831.15,0.2836,24531303.54,0.67,tinggi
37f79b29,usr-0009,makanan,web,4,147034.18,0.233,451100.86,0.6,menengah
3d7e639c,usr-0003,kesehatan,web,18,282398.61,0.0964,4593156.91,0.66,tinggi
e30cd2a2,usr-0087,fashion,atm,12,478822.98,0.2204,4479484.74,7.31,tinggi
b89be37c,usr-0121,olahraga,atm,18,629797.38,0.1801,9294675.69,2.07,tinggi
01ddbc9e,usr-0005,makanan,web,5,139507.65,0.2536,520642.55,4.89,menengah
f346eb60,usr-0054,makanan,atm,16,59030.25,0.1105,840118.52,0.49,menengah
e243a8a7,usr-0002,makanan,teller,18,105370.17,0.1563,1600214.62,4.76,tinggi
15be8ade,usr-0006,kesehatan,web,11,218560.41,0.0702,2235392.16,0.71,tinggi
5f900f9f,usr-0002,olahraga,atm,2,2280237.16,0.101,4099866.41,8.52,tinggi
2695ee4b,usr-0007,fashion,mobile,2,370340.05,0.1016,665427.0,0.19,menengah
10e7f301,usr-0056,kesehatan,web,1,212487.79,0.092,192938.91,0.21,menengah
583ec8d0,usr-0146,otomotif,mobile,7,2579445.5,0.2093,14276972.9,3.99,tinggi
a109768e,usr-0004,fashion,mobile,10,464329.83,0.2512,3476901.77,0.17,tinggi
68661b12,usr-0030,otomotif,web,16,2909308.15,0.0294,45180391.85,1.91,tinggi
d3115da2,usr-0063,otomotif,teller,12,2923010.7,0.2625,25868644.7,0.53,tinggi
56738b39,usr-0170,otomotif,web,4,116245.05,0.1523,394163.72,0.14,menengah
73053541,usr-0042,kesehatan,mobile,14,288928.99,0.2431,3061664.94,1.97,tinggi
84bdaabc,usr-0005,elektronik,web,8,1258254.47,0.2189,7862580.53,0.12,tinggi
3393abd3,usr-0045,kesehatan,mobile,2,407419.19,0.0877,743377.05,0.83,menengah
0a3c4857,usr-0008,olahraga,mobile,13,1404587.93,0.0857,16694791.68,1.78,tinggi
ecd67ae2,usr-0184,fashion,mobile,9,695711.9,0.2591,4639076.52,5.35,tinggi
e1956b12,usr-0014,otomotif,atm,10,1457832.91,0.0689,13573882.23,4.46,tinggi
10cf9aa7,usr-0059,makanan,teller,12,103330.73,0.0279,1205373.63,1.03,tinggi
cce1f974,usr-0001,kesehatan,atm,13,288192.76,0.2791,2700856.09,4.46,tinggi
2a577d00,usr-0014,otomotif,atm,9,2223009.53,0.0933,18140424.67,5.49,tinggi
7bcca057,usr-0128,elektronik,web,14,1318766.36,0.0726,17122334.91,0.28,tinggi
53608bef,usr-0042,makanan,atm,8,40489.01,0.2736,235289.73,1.24,menengah
90656dec,usr-0018,olahraga,atm,7,2172219.68,0.2799,10949507.74,8.61,tinggi
ee32c24d,usr-0160,elektronik,teller,5,1002816.4,0.0682,4672121.61,2.94,tinggi
de1a736b,usr-0118,otomotif,mobile,2,1058079.4,0.2884,1505858.6,0.11,tinggi
4fb8fc25,usr-0008,kesehatan,web,13,252946.2,0.1629,2752636.43,6.27,tinggi
da2d31a0,usr-0030,kesehatan,teller,20,392420.95,0.2689,5737979.13,0.76,tinggi
43b4913e,usr-0023,makanan,atm,14,87007.56,0.2011,973144.76,0.14,menengah
91ff41c6,usr-0046,olahraga,mobile,14,1849712.86,0.1684,21535097.0,0.44,tinggi
b735652e,usr-0009,makanan,atm,12,16394.72,0.202,156995.84,0.45,menengah
a658cec8,usr-0005,otomotif,teller,15,885713.82,0.1455,11352636.89,1.12,tinggi
81b244ac,usr-0147,kesehatan,atm,7,490928.9,0.0844,3146461.51,3.0,tinggi
e43aac91,usr-0153,elektronik,mobile,11,2821661.08,0.2671,22747949.46,0.26,tinggi
1c7ceb80,usr-0113,otomotif,mobile,2,2449822.87,0.0649,4581658.73,1.86,tinggi
3fe2eb12,usr-0186,fashion,atm,17,708194.21,0.0493,11445764.0,0.45,tinggi
c4a0ada7,usr-0076,fashion,web,7,186073.3,0.0468,1241555.49,4.58,tinggi
51adebd1,usr-0082,olahraga,mobile,4,1517403.45,0.1192,5346115.84,0.34,tinggi
993bcbe0,usr-0082,fashion,web,18,345387.97,0.158,5234700.07,2.07,tinggi
f1d6e30a,usr-0022,fashion,teller,11,759929.91,0.0466,7969688.94,0.65,tinggi
febd496f,usr-0019,elektronik,mobile,5,3070257.05,0.0455,14652801.77,3.83,tinggi
66ecc825,usr-0005,otomotif,web,11,1560486.95,0.2016,13704820.59,0.18,tinggi
dcec211e,usr-0049,otomotif,web,15,1789906.33,0.0663,25068533.1,0.46,tinggi
3796a230,usr-0007,olahraga,mobile,14,1825866.29,0.083,23440471.43,3.24,tinggi
fcf0e44d,usr-0005,makanan,mobile,3,50869.37,0.1283,133028.49,0.13,menengah
ef557f73,usr-0037,olahraga,atm,6,1591886.47,0.132,8290544.74,1.15,tinggi
909ac1a7,usr-0014,olahraga,web,6,1612482.13,0.2684,7078151.56,5.71,tinggi
46d5b785,usr-0004,kesehatan,atm,4,475297.92,0.1862,1547189.79,0.5,tinggi
ec7ee41d,usr-0101,otomotif,mobile,10,399743.65,0.2184,3124396.37,7.37,tinggi
8094d004,usr-0121,makanan,web,3,129883.54,0.2598,288419.39,0.93,menengah
8b5646b3,usr-0003,kesehatan,teller,6,459251.34,0.0517,2613048.27,0.17,tinggi
4326e715,usr-0001,makanan,atm,18,49027.12,0.2592,653747.23,0.64,menengah
8ef8dacf,usr-0009,makanan,web,9,110833.94,0.2154,782642.78,0.15,menengah
06a866d6,usr-0094,elektronik,atm,13,5304925.98,0.1485,58722878.14,5.34,tinggi
66c0e1be,usr-0111,makanan,teller,18,105029.34,0.2488,1420164.72,8.09,tinggi
0457888d,usr-0002,otomotif,web,7,1390732.2,0.2304,7492152.51,3.99,tinggi
69bb7bcd,usr-0086,makanan,mobile,12,50673.89,0.1962,488780.07,2.07,menengah
818c009d,usr-0002,fashion,mobile,19,110138.68,0.0582,1970843.57,3.74,tinggi
d679970a,usr-0013,fashion,atm,4,216314.33,0.0074,858854.42,4.97,menengah
d9d69f6c,usr-0200,olahraga,atm,10,715055.46,0.1895,5795524.5,0.78,tinggi
16c1a85f,usr-0003,makanan,teller,17,84364.33,0.2399,1090130.56,3.78,tinggi
8b6bc940,usr-0002,elektronik,teller,2,1790415.14,0.2445,2705317.28,4.46,tinggi
60a91826,usr-0016,fashion,mobile,6,592118.69,0.197,2852827.85,1.58,tinggi
ce12255b,usr-0043,makanan,teller,18,61188.08,0.2331,844652.49,1.91,menengah
702f6681,usr-0158,makanan,teller,3,122145.77,0.2031,292013.89,0.33,menengah
6e98c316,usr-0188,olahraga,atm,7,2100412.71,0.1272,12832681.49,1.2,tinggi
699466e8,usr-0001,olahraga,teller,6,1701229.89,0.2715,7436075.85,0.21,tinggi
7bcb1870,usr-0002,olahraga,teller,19,1641801.83,0.1657,26025350.07,0.14,tinggi
f2d8f9b2,usr-0092,elektronik,teller,20,1107798.55,0.0129,21870158.97,0.24,tinggi
818a8c17,usr-0006,olahraga,mobile,7,225334.11,0.0801,1450993.93,0.12,tinggi
e5bc7533,usr-0132,otomotif,atm,12,2911525.31,0.0726,32401782.87,0.82,tinggi
69ea43ac,usr-0053,olahraga,web,7,1561569.94,0.1499,9292434.24,3.0,tinggi
45810180,usr-0002,kesehatan,atm,19,377335.52,0.2205,5588527.72,3.64,tinggi
7cd8f942,usr-0108,fashion,atm,8,49804.15,0.0235,389070.02,0.11,menengah
228c0a99,usr-0003,otomotif,teller,10,2428016.06,0.0037,24190324.01,0.96,tinggi
